student_id,concept_id,concept_name,subject_id,difficulty,mastery,questions_correct,questions_total,accuracy,avg_response_time,practice_sessions,reassessment_flag,improvement,target_status
712,45,Computer Architecture,3,Advanced,23.87,0,6,0.0,60.53,7,0,0.0,Critical
712,20,Electricity Basics,2,Beginner,69.41,1,6,16.67,47.09,5,0,0.0,Adequate
712,1,Number Systems,1,Beginner,39.83,1,6,16.67,31.42,0,0,0.0,Critical
713,32,Algorithms,3,Beginner,12.78,1,6,16.67,12.42,5,0,0.0,Critical
713,39,Computer Networks,3,Intermediate,27.58,1,6,16.67,40.45,1,0,0.0,Critical
713,23,Circular Motion,2,Intermediate,33.5,1,6,16.67,24.88,7,0,0.0,Critical
713,44,Machine Learning Fundamentals,3,Advanced,21.35,0,6,0.0,30.28,5,0,0.0,Critical
713,22,Work and Power,2,Intermediate,35.71,1,6,16.67,24.58,4,0,0.0,Critical
713,28,Optics,2,Advanced,5.76,0,6,0.0,18.12,3,0,0.0,Critical
713,10,Probability,1,Intermediate,62.21,6,6,100.0,43.15,4,1,12.42,Adequate
713,9,Trigonometry,1,Intermediate,66.41,4,6,66.67,26.58,2,0,0.0,Adequate
713,35,Computer Systems Basics,3,Beginner,41.1,2,6,33.33,57.77,5,1,4.33,Weak
713,2,Algebraic Expressions,1,Beginner,64.02,3,6,50.0,30.03,1,1,7.1,Adequate
713,18,Forces,2,Beginner,41.09,2,6,33.33,31.2,1,0,0.0,Weak
713,14,Linear Algebra,1,Advanced,47.57,2,6,33.33,42.9,5,0,0.0,Weak
713,27,Electromagnetism,2,Advanced,29.01,1,6,16.67,33.19,0,0,0.0,Critical
714,42,Advanced Data Structures,3,Advanced,32.5,3,6,50.0,34.56,2,1,9.8,Critical
714,29,Modern Physics,2,Advanced,62.97,4,6,66.67,32.89,5,0,0.0,Adequate
714,44,Machine Learning Fundamentals,3,Advanced,37.58,1,6,16.67,37.09,5,0,0.0,Critical
714,10,Probability,1,Intermediate,18.62,0,6,0.0,58.33,7,0,0.0,Critical
714,20,Electricity Basics,2,Beginner,58.42,4,6,66.67,45.42,7,1,26.78,Weak
714,4,Ratios and Proportions,1,Beginner,23.62,0,6,0.0,32.48,5,1,20.29,Critical
714,40,Operating Systems Basics,3,Intermediate,54.93,1,6,16.67,46.2,4,1,11.8,Weak
714,30,Quantum Physics Basics,2,Advanced,27.58,1,6,16.67,41.74,1,0,0.0,Critical
714,43,Artificial Intelligence Fundamentals,3,Advanced,49.68,2,6,33.33,36.5,7,0,0.0,Weak
714,8,Systems of Equations,1,Intermediate,36.21,2,6,33.33,45.28,1,1,-4.64,Critical
714,34,Data Representation,3,Beginner,55.28,4,6,66.67,38.14,0,0,0.0,Weak
715,32,Algorithms,3,Beginner,95.79,5,6,83.33,25.2,1,0,0.0,Strong
715,6,Quadratic Equations,1,Intermediate,72.31,3,6,50.0,35.73,6,0,0.0,Adequate
715,20,Electricity Basics,2,Beginner,43.75,5,6,83.33,20.88,0,1,-3.94,Weak
715,38,Database Fundamentals,3,Intermediate,90.53,3,6,50.0,33.33,7,1,11.98,Strong
715,3,Linear Equations,1,Beginner,74.66,2,6,33.33,29.14,6,1,9.22,Adequate
715,37,Object-Oriented Programming,3,Intermediate,74.26,4,6,66.67,38.66,7,1,-9.2,Adequate
715,13,Integrals,1,Advanced,50.88,2,6,33.33,22.46,7,1,11.8,Weak
715,35,Computer Systems Basics,3,Beginner,91.79,5,6,83.33,34.15,0,0,0.0,Strong
715,22,Work and Power,2,Intermediate,39.56,3,6,50.0,31.58,1,0,0.0,Critical
715,43,Artificial Intelligence Fundamentals,3,Advanced,68.3,5,6,83.33,29.62,3,1,21.52,Adequate
716,17,Motion,2,Beginner,5.7,1,6,16.67,37.9,2,0,0.0,Critical
716,10,Probability,1,Intermediate,28.46,3,6,50.0,49.14,2,0,0.0,Critical
716,30,Quantum Physics Basics,2,Advanced,10.39,1,6,16.67,38.76,1,0,0.0,Critical
716,37,Object-Oriented Programming,3,Intermediate,17.08,0,6,0.0,61.19,3,1,26.75,Critical
716,18,Forces,2,Beginner,19.09,3,6,50.0,57.6,0,1,23.16,Critical
716,36,Data Structures,3,Intermediate,32.07,0,6,0.0,34.43,1,1,22.76,Critical
716,23,Circular Motion,2,Intermediate,18.93,0,6,0.0,39.88,4,1,12.52,Critical
716,3,Linear Equations,1,Beginner,27.5,1,6,16.67,37.68,7,0,0.0,Critical
716,19,Energy,2,Beginner,19.65,0,6,0.0,52.54,5,1,26.19,Critical
716,44,Machine Learning Fundamentals,3,Advanced,33.71,2,6,33.33,50.0,5,0,0.0,Critical
716,33,Programming Fundamentals,3,Beginner,30.48,1,6,16.67,41.28,1,0,0.0,Critical
716,41,Algorithm Analysis,3,Advanced,9.5,1,6,16.67,40.4,5,1,14.92,Critical
716,39,Computer Networks,3,Intermediate,28.33,0,6,0.0,61.95,6,1,36.83,Critical
716,6,Quadratic Equations,1,Intermediate,39.19,2,6,33.33,60.92,5,1,27.78,Critical
717,27,Electromagnetism,2,Advanced,20.94,0,6,0.0,37.52,6,0,0.0,Critical
717,17,Motion,2,Beginner,44.39,1,6,16.67,25.44,6,1,20.04,Weak
717,14,Linear Algebra,1,Advanced,38.51,1,6,16.67,34.84,2,1,29.44,Critical
717,25,Electric Circuits,2,Intermediate,25.8,0,6,0.0,27.21,3,0,0.0,Critical
717,40,Operating Systems Basics,3,Intermediate,47.35,2,6,33.33,44.39,1,0,0.0,Weak
717,26,Thermodynamics,2,Advanced,34.61,3,6,50.0,37.21,7,0,0.0,Critical
717,11,Limits,1,Advanced,47.86,3,6,50.0,44.97,4,0,0.0,Weak
717,22,Work and Power,2,Intermediate,20.35,2,6,33.33,32.94,6,0,0.0,Critical
718,34,Data Representation,3,Beginner,23.1,1,6,16.67,58.64,1,0,0.0,Critical
718,39,Computer Networks,3,Intermediate,25.89,2,6,33.33,38.53,4,1,11.0,Critical
718,15,Advanced Probability,1,Advanced,0.0,0,6,0.0,66.52,5,0,0.0,Critical
718,12,Derivatives,1,Advanced,0.0,0,6,0.0,58.68,1,1,31.17,Critical
718,21,Momentum,2,Intermediate,1.21,0,6,0.0,48.2,2,1,14.86,Critical
718,4,Ratios and Proportions,1,Beginner,32.3,2,6,33.33,38.88,7,0,0.0,Critical
718,2,Algebraic Expressions,1,Beginner,22.4,1,6,16.67,34.97,0,1,12.03,Critical
719,45,Computer Architecture,3,Advanced,24.42,0,6,0.0,37.94,4,1,9.2,Critical
719,42,Advanced Data Structures,3,Advanced,28.25,1,6,16.67,36.97,5,1,19.72,Critical
719,40,Operating Systems Basics,3,Intermediate,30.57,1,6,16.67,52.71,0,1,17.14,Critical
719,43,Artificial Intelligence Fundamentals,3,Advanced,32.36,0,6,0.0,20.83,7,1,12.2,Critical
719,3,Linear Equations,1,Beginner,45.77,2,6,33.33,32.88,7,0,0.0,Weak
719,22,Work and Power,2,Intermediate,31.28,2,6,33.33,53.95,3,0,0.0,Critical
719,20,Electricity Basics,2,Beginner,52.07,1,6,16.67,50.36,4,1,2.97,Weak
720,35,Computer Systems Basics,3,Beginner,79.25,4,6,66.67,38.22,7,1,10.15,Adequate
720,15,Advanced Probability,1,Advanced,59.3,4,6,66.67,20.26,3,1,15.04,Weak
720,43,Artificial Intelligence Fundamentals,3,Advanced,74.29,4,6,66.67,48.81,0,0,0.0,Adequate
720,10,Probability,1,Intermediate,75.0,4,6,66.67,17.73,6,1,10.79,Adequate
720,4,Ratios and Proportions,1,Beginner,60.18,2,6,33.33,28.69,2,0,0.0,Adequate
720,23,Circular Motion,2,Intermediate,71.44,6,6,100.0,30.83,7,0,0.0,Adequate
720,28,Optics,2,Advanced,57.25,4,6,66.67,45.03,7,1,17.24,Weak
720,16,Measurement and Units,2,Beginner,82.74,5,6,83.33,67.79,1,0,0.0,Strong
720,31,Computational Thinking,3,Beginner,92.27,5,6,83.33,58.81,6,1,26.24,Strong
720,41,Algorithm Analysis,3,Advanced,65.59,3,6,50.0,36.69,7,0,0.0,Adequate
720,12,Derivatives,1,Advanced,53.94,2,6,33.33,38.74,5,0,0.0,Weak
720,14,Linear Algebra,1,Advanced,66.25,4,6,66.67,40.66,1,0,0.0,Adequate
720,33,Programming Fundamentals,3,Beginner,97.84,5,6,83.33,35.79,4,1,24.81,Strong
721,38,Database Fundamentals,3,Intermediate,85.22,5,6,83.33,13.39,5,0,0.0,Strong
721,13,Integrals,1,Advanced,61.02,5,6,83.33,30.76,5,1,7.72,Adequate
721,15,Advanced Probability,1,Advanced,78.87,6,6,100.0,38.55,0,0,0.0,Adequate
721,9,Trigonometry,1,Intermediate,81.18,4,6,66.67,34.81,6,1,-5.08,Strong
721,25,Electric Circuits,2,Intermediate,57.43,3,6,50.0,31.18,1,0,0.0,Weak
721,20,Electricity Basics,2,Beginner,68.8,4,6,66.67,25.91,2,0,0.0,Adequate
721,32,Algorithms,3,Beginner,93.76,6,6,100.0,48.7,4,1,6.14,Strong
721,6,Quadratic Equations,1,Intermediate,65.18,4,6,66.67,21.28,4,1,21.59,Adequate
721,33,Programming Fundamentals,3,Beginner,90.17,3,6,50.0,33.28,4,1,9.83,Strong
722,12,Derivatives,1,Advanced,42.39,1,6,16.67,47.27,5,0,0.0,Weak
722,30,Quantum Physics Basics,2,Advanced,67.51,4,6,66.67,44.88,4,0,0.0,Adequate
722,21,Momentum,2,Intermediate,55.87,2,6,33.33,41.12,3,1,15.65,Weak
722,43,Artificial Intelligence Fundamentals,3,Advanced,72.21,2,6,33.33,23.35,5,0,0.0,Adequate
722,25,Electric Circuits,2,Intermediate,87.81,4,6,66.67,47.07,0,0,0.0,Strong
722,38,Database Fundamentals,3,Intermediate,84.95,5,6,83.33,30.15,3,0,0.0,Strong
722,10,Probability,1,Intermediate,44.74,0,6,0.0,34.75,6,0,0.0,Weak
722,9,Trigonometry,1,Intermediate,50.19,1,6,16.67,53.78,5,0,0.0,Weak
723,25,Electric Circuits,2,Intermediate,42.76,4,6,66.67,69.0,6,0,0.0,Weak
723,26,Thermodynamics,2,Advanced,27.85,1,6,16.67,35.75,1,0,0.0,Critical
723,29,Modern Physics,2,Advanced,28.36,3,6,50.0,38.18,2,1,19.17,Critical
723,28,Optics,2,Advanced,10.83,0,6,0.0,50.02,5,0,0.0,Critical
723,3,Linear Equations,1,Beginner,76.71,3,6,50.0,47.38,0,1,13.05,Adequate
723,13,Integrals,1,Advanced,60.96,2,6,33.33,41.69,0,1,23.19,Adequate
723,41,Algorithm Analysis,3,Advanced,15.44,0,6,0.0,34.4,6,0,0.0,Critical
723,12,Derivatives,1,Advanced,22.78,1,6,16.67,55.34,2,1,19.66,Critical
723,34,Data Representation,3,Beginner,41.07,3,6,50.0,53.56,7,0,0.0,Weak
723,38,Database Fundamentals,3,Intermediate,25.74,1,6,16.67,54.06,3,1,13.76,Critical
723,9,Trigonometry,1,Intermediate,35.43,1,6,16.67,38.15,6,0,0.0,Critical
723,45,Computer Architecture,3,Advanced,36.83,1,6,16.67,45.98,4,0,0.0,Critical
723,31,Computational Thinking,3,Beginner,34.02,2,6,33.33,32.62,5,1,-2.56,Critical
724,29,Modern Physics,2,Advanced,14.51,1,6,16.67,54.03,2,1,20.59,Critical
724,1,Number Systems,1,Beginner,57.87,4,6,66.67,47.83,2,1,7.77,Weak
724,19,Energy,2,Beginner,56.4,4,6,66.67,41.26,1,0,0.0,Weak
724,44,Machine Learning Fundamentals,3,Advanced,78.04,5,6,83.33,47.84,7,1,25.67,Adequate
724,9,Trigonometry,1,Intermediate,72.04,3,6,50.0,33.0,4,1,12.34,Adequate
724,22,Work and Power,2,Intermediate,44.71,2,6,33.33,30.29,6,1,18.53,Weak
724,21,Momentum,2,Intermediate,67.07,3,6,50.0,36.35,5,1,6.69,Adequate
724,10,Probability,1,Intermediate,63.92,3,6,50.0,52.32,4,1,27.32,Adequate
724,4,Ratios and Proportions,1,Beginner,67.46,5,6,83.33,56.63,6,1,17.76,Adequate
724,18,Forces,2,Beginner,63.45,2,6,33.33,34.94,3,1,18.73,Adequate
724,45,Computer Architecture,3,Advanced,60.1,4,6,66.67,24.28,6,0,0.0,Adequate
725,28,Optics,2,Advanced,16.2,3,6,50.0,48.5,1,1,5.31,Critical
725,9,Trigonometry,1,Intermediate,8.51,0,6,0.0,27.52,4,1,-0.81,Critical
725,16,Measurement and Units,2,Beginner,16.69,0,6,0.0,34.42,0,0,0.0,Critical
725,10,Probability,1,Intermediate,23.88,3,6,50.0,55.36,7,1,11.03,Critical
725,24,Waves,2,Intermediate,36.9,0,6,0.0,51.57,7,1,-9.81,Critical
725,4,Ratios and Proportions,1,Beginner,34.65,0,6,0.0,54.13,3,0,0.0,Critical
725,19,Energy,2,Beginner,12.05,0,6,0.0,45.67,1,1,4.06,Critical
725,27,Electromagnetism,2,Advanced,22.2,1,6,16.67,51.54,0,0,0.0,Critical
725,40,Operating Systems Basics,3,Intermediate,31.07,0,6,0.0,46.33,1,1,5.8,Critical
725,11,Limits,1,Advanced,0.0,0,6,0.0,21.31,0,0,0.0,Critical
725,6,Quadratic Equations,1,Intermediate,1.94,1,6,16.67,55.27,4,1,6.68,Critical
726,39,Computer Networks,3,Intermediate,48.18,3,6,50.0,52.91,6,1,5.02,Weak
726,36,Data Structures,3,Intermediate,38.85,0,6,0.0,23.52,4,0,0.0,Critical
726,6,Quadratic Equations,1,Intermediate,55.28,2,6,33.33,29.22,0,1,6.26,Weak
726,21,Momentum,2,Intermediate,62.53,3,6,50.0,30.63,0,1,-0.31,Adequate
726,13,Integrals,1,Advanced,50.63,2,6,33.33,42.54,7,0,0.0,Weak
726,17,Motion,2,Beginner,53.7,3,6,50.0,37.95,4,1,9.24,Weak
726,25,Electric Circuits,2,Intermediate,62.26,5,6,83.33,46.28,5,0,0.0,Adequate
726,14,Linear Algebra,1,Advanced,33.16,2,6,33.33,49.76,6,0,0.0,Critical
727,7,Functions,1,Intermediate,49.96,4,6,66.67,34.56,5,0,0.0,Weak
727,2,Algebraic Expressions,1,Beginner,66.87,3,6,50.0,28.16,5,1,6.55,Adequate
727,41,Algorithm Analysis,3,Advanced,55.35,4,6,66.67,45.87,6,1,12.16,Weak
727,40,Operating Systems Basics,3,Intermediate,68.0,6,6,100.0,41.8,4,1,6.45,Adequate
727,22,Work and Power,2,Intermediate,41.96,2,6,33.33,38.31,0,0,0.0,Weak
727,24,Waves,2,Intermediate,56.46,2,6,33.33,27.54,1,1,-2.23,Weak
727,3,Linear Equations,1,Beginner,47.54,1,6,16.67,64.88,2,0,0.0,Weak
727,9,Trigonometry,1,Intermediate,28.42,1,6,16.67,30.91,5,1,20.19,Critical
727,12,Derivatives,1,Advanced,30.4,0,6,0.0,73.66,1,0,0.0,Critical
728,14,Linear Algebra,1,Advanced,8.74,0,6,0.0,39.23,4,0,0.0,Critical
728,12,Derivatives,1,Advanced,15.03,2,6,33.33,48.65,5,0,0.0,Critical
728,24,Waves,2,Intermediate,35.75,0,6,0.0,44.87,7,0,0.0,Critical
728,16,Measurement and Units,2,Beginner,52.94,2,6,33.33,65.59,4,0,0.0,Weak
728,33,Programming Fundamentals,3,Beginner,56.71,2,6,33.33,39.45,1,0,0.0,Weak
728,15,Advanced Probability,1,Advanced,0.0,0,6,0.0,52.63,3,0,0.0,Critical
729,25,Electric Circuits,2,Intermediate,59.68,2,6,33.33,31.91,7,0,0.0,Weak
729,39,Computer Networks,3,Intermediate,65.25,3,6,50.0,31.34,4,1,19.7,Adequate
729,22,Work and Power,2,Intermediate,47.07,1,6,16.67,40.34,7,1,27.31,Weak
729,21,Momentum,2,Intermediate,62.33,1,6,16.67,16.38,5,1,15.28,Adequate
729,32,Algorithms,3,Beginner,64.37,3,6,50.0,5.0,5,0,0.0,Adequate
729,26,Thermodynamics,2,Advanced,55.48,2,6,33.33,20.98,6,1,21.58,Weak
729,11,Limits,1,Advanced,18.95,0,6,0.0,23.3,7,0,0.0,Critical
729,19,Energy,2,Beginner,66.04,3,6,50.0,48.18,0,1,20.35,Adequate
729,10,Probability,1,Intermediate,48.04,2,6,33.33,30.44,7,1,6.59,Weak
729,6,Quadratic Equations,1,Intermediate,54.07,3,6,50.0,40.12,7,0,0.0,Weak
730,14,Linear Algebra,1,Advanced,27.15,2,6,33.33,43.41,4,0,0.0,Critical
730,38,Database Fundamentals,3,Intermediate,55.81,3,6,50.0,31.89,1,0,0.0,Weak
730,17,Motion,2,Beginner,46.02,4,6,66.67,49.22,5,0,0.0,Weak
730,19,Energy,2,Beginner,52.96,3,6,50.0,52.05,3,1,21.67,Weak
730,32,Algorithms,3,Beginner,73.14,2,6,33.33,42.31,5,0,0.0,Adequate
730,42,Advanced Data Structures,3,Advanced,47.42,1,6,16.67,50.67,2,0,0.0,Weak
730,34,Data Representation,3,Beginner,39.89,1,6,16.67,37.1,6,1,35.95,Critical
731,28,Optics,2,Advanced,17.88,1,6,16.67,35.97,7,0,0.0,Critical
731,12,Derivatives,1,Advanced,15.0,1,6,16.67,46.31,2,0,0.0,Critical
731,45,Computer Architecture,3,Advanced,21.41,1,6,16.67,43.34,0,0,0.0,Critical
731,40,Operating Systems Basics,3,Intermediate,43.3,3,6,50.0,42.58,1,0,0.0,Weak
731,4,Ratios and Proportions,1,Beginner,34.51,2,6,33.33,37.1,0,0,0.0,Critical
731,17,Motion,2,Beginner,55.47,1,6,16.67,24.16,6,0,0.0,Weak
731,32,Algorithms,3,Beginner,20.68,1,6,16.67,41.59,5,1,18.82,Critical
731,41,Algorithm Analysis,3,Advanced,12.54,2,6,33.33,51.31,7,0,0.0,Critical
731,14,Linear Algebra,1,Advanced,24.46,2,6,33.33,36.21,3,0,0.0,Critical
731,20,Electricity Basics,2,Beginner,49.3,4,6,66.67,21.04,0,1,16.73,Weak
731,31,Computational Thinking,3,Beginner,28.89,1,6,16.67,44.26,2,0,0.0,Critical
732,17,Motion,2,Beginner,24.01,0,6,0.0,45.16,2,0,0.0,Critical
732,24,Waves,2,Intermediate,32.74,0,6,0.0,43.47,3,0,0.0,Critical
732,11,Limits,1,Advanced,13.17,1,6,16.67,32.51,5,1,23.98,Critical
732,27,Electromagnetism,2,Advanced,15.76,0,6,0.0,48.98,3,0,0.0,Critical
732,35,Computer Systems Basics,3,Beginner,51.02,2,6,33.33,43.81,2,0,0.0,Weak
733,42,Advanced Data Structures,3,Advanced,8.87,1,6,16.67,38.41,2,1,18.28,Critical
733,38,Database Fundamentals,3,Intermediate,43.7,2,6,33.33,31.13,3,1,13.16,Weak
733,28,Optics,2,Advanced,0.0,0,6,0.0,15.53,0,1,6.68,Critical
733,27,Electromagnetism,2,Advanced,4.38,0,6,0.0,35.01,3,1,2.51,Critical
733,32,Algorithms,3,Beginner,44.51,3,6,50.0,34.9,7,0,0.0,Weak
733,44,Machine Learning Fundamentals,3,Advanced,22.05,1,6,16.67,40.11,0,1,28.34,Critical
733,4,Ratios and Proportions,1,Beginner,47.07,4,6,66.67,58.22,1,0,0.0,Weak
733,21,Momentum,2,Intermediate,33.45,2,6,33.33,61.95,7,1,22.92,Critical
733,11,Limits,1,Advanced,30.58,1,6,16.67,43.19,2,0,0.0,Critical
733,22,Work and Power,2,Intermediate,14.48,0,6,0.0,59.54,3,1,10.82,Critical
733,19,Energy,2,Beginner,32.51,1,6,16.67,31.92,3,0,0.0,Critical
733,43,Artificial Intelligence Fundamentals,3,Advanced,19.32,0,6,0.0,29.35,7,0,0.0,Critical
734,13,Integrals,1,Advanced,38.6,1,6,16.67,38.99,7,0,0.0,Critical
734,19,Energy,2,Beginner,42.67,3,6,50.0,51.03,5,1,6.52,Weak
734,1,Number Systems,1,Beginner,69.05,4,6,66.67,37.01,3,0,0.0,Adequate
734,11,Limits,1,Advanced,51.0,2,6,33.33,35.45,7,0,0.0,Weak
734,45,Computer Architecture,3,Advanced,35.46,1,6,16.67,23.19,5,0,0.0,Critical
734,6,Quadratic Equations,1,Intermediate,66.31,6,6,100.0,50.08,2,1,12.64,Adequate
734,29,Modern Physics,2,Advanced,34.91,1,6,16.67,20.9,7,1,-4.47,Critical
734,33,Programming Fundamentals,3,Beginner,47.4,4,6,66.67,42.51,7,0,0.0,Weak
735,11,Limits,1,Advanced,7.49,0,6,0.0,31.08,1,1,14.75,Critical
735,28,Optics,2,Advanced,24.4,2,6,33.33,26.16,1,0,0.0,Critical
735,37,Object-Oriented Programming,3,Intermediate,39.65,1,6,16.67,18.69,2,0,0.0,Critical
735,41,Algorithm Analysis,3,Advanced,29.79,0,6,0.0,51.2,2,0,0.0,Critical
735,2,Algebraic Expressions,1,Beginner,7.33,0,6,0.0,24.21,1,1,25.4,Critical
735,8,Systems of Equations,1,Intermediate,10.24,0,6,0.0,21.87,2,1,25.72,Critical
735,22,Work and Power,2,Intermediate,44.15,3,6,50.0,45.68,0,0,0.0,Weak
735,36,Data Structures,3,Intermediate,48.56,2,6,33.33,57.98,6,1,22.04,Weak
735,24,Waves,2,Intermediate,25.54,1,6,16.67,41.31,0,0,0.0,Critical
735,6,Quadratic Equations,1,Intermediate,19.2,1,6,16.67,40.52,0,0,0.0,Critical
735,23,Circular Motion,2,Intermediate,25.19,1,6,16.67,23.94,0,0,0.0,Critical
735,42,Advanced Data Structures,3,Advanced,37.57,4,6,66.67,47.05,5,1,7.22,Critical
735,19,Energy,2,Beginner,52.37,2,6,33.33,46.92,7,1,8.02,Weak
735,12,Derivatives,1,Advanced,3.0,0,6,0.0,30.72,7,1,2.26,Critical
736,15,Advanced Probability,1,Advanced,28.85,2,6,33.33,48.27,5,0,0.0,Critical
736,35,Computer Systems Basics,3,Beginner,45.19,3,6,50.0,28.87,4,1,21.64,Weak
736,38,Database Fundamentals,3,Intermediate,27.0,1,6,16.67,28.98,2,0,0.0,Critical
736,20,Electricity Basics,2,Beginner,41.11,3,6,50.0,35.87,2,1,35.59,Weak
736,42,Advanced Data Structures,3,Advanced,24.23,2,6,33.33,57.54,7,0,0.0,Critical
736,24,Waves,2,Intermediate,56.97,2,6,33.33,39.31,6,0,0.0,Weak
736,12,Derivatives,1,Advanced,28.49,1,6,16.67,49.49,2,1,25.27,Critical
736,13,Integrals,1,Advanced,37.07,1,6,16.67,43.33,1,0,0.0,Critical
736,21,Momentum,2,Intermediate,40.35,1,6,16.67,25.42,3,0,0.0,Weak
736,9,Trigonometry,1,Intermediate,22.81,1,6,16.67,32.44,1,1,30.56,Critical
736,17,Motion,2,Beginner,38.54,2,6,33.33,29.47,3,1,28.52,Critical
736,26,Thermodynamics,2,Advanced,34.28,1,6,16.67,39.33,5,0,0.0,Critical
737,28,Optics,2,Advanced,43.29,1,6,16.67,15.99,0,1,25.2,Weak
737,27,Electromagnetism,2,Advanced,33.07,0,6,0.0,39.8,1,0,0.0,Critical
737,38,Database Fundamentals,3,Intermediate,20.04,1,6,16.67,28.87,6,0,0.0,Critical
737,12,Derivatives,1,Advanced,59.9,3,6,50.0,48.6,6,1,18.83,Weak
737,24,Waves,2,Intermediate,39.78,2,6,33.33,42.47,2,1,30.48,Critical
737,13,Integrals,1,Advanced,40.93,2,6,33.33,32.8,1,1,21.56,Weak
737,35,Computer Systems Basics,3,Beginner,37.27,4,6,66.67,82.29,5,0,0.0,Critical
738,1,Number Systems,1,Beginner,84.52,4,6,66.67,29.32,1,1,19.35,Strong
738,29,Modern Physics,2,Advanced,36.53,1,6,16.67,26.19,6,1,6.25,Critical
738,10,Probability,1,Intermediate,60.62,3,6,50.0,5.0,0,0,0.0,Adequate
738,18,Forces,2,Beginner,70.91,4,6,66.67,43.89,5,0,0.0,Adequate
738,31,Computational Thinking,3,Beginner,73.79,5,6,83.33,49.61,3,0,0.0,Adequate
738,36,Data Structures,3,Intermediate,50.48,1,6,16.67,41.22,6,1,10.63,Weak
738,11,Limits,1,Advanced,64.86,4,6,66.67,16.95,5,1,11.76,Adequate
739,35,Computer Systems Basics,3,Beginner,61.18,3,6,50.0,25.52,6,0,0.0,Adequate
739,45,Computer Architecture,3,Advanced,56.09,1,6,16.67,51.23,1,0,0.0,Weak
739,15,Advanced Probability,1,Advanced,43.05,1,6,16.67,47.35,1,1,30.76,Weak
739,36,Data Structures,3,Intermediate,60.52,6,6,100.0,43.54,0,0,0.0,Adequate
739,10,Probability,1,Intermediate,42.25,1,6,16.67,53.18,7,0,0.0,Weak
739,28,Optics,2,Advanced,34.32,2,6,33.33,44.31,7,1,38.19,Critical
739,24,Waves,2,Intermediate,41.48,2,6,33.33,42.45,3,1,32.29,Weak
739,39,Computer Networks,3,Intermediate,53.37,4,6,66.67,24.06,0,0,0.0,Weak
739,29,Modern Physics,2,Advanced,33.8,2,6,33.33,44.78,7,0,0.0,Critical
739,9,Trigonometry,1,Intermediate,24.38,2,6,33.33,33.06,1,1,21.38,Critical
739,20,Electricity Basics,2,Beginner,44.7,1,6,16.67,57.03,4,1,19.69,Weak
739,22,Work and Power,2,Intermediate,42.96,3,6,50.0,46.33,6,0,0.0,Weak
739,16,Measurement and Units,2,Beginner,53.37,1,6,16.67,39.7,1,0,0.0,Weak
740,26,Thermodynamics,2,Advanced,30.83,1,6,16.67,22.68,3,0,0.0,Critical
740,1,Number Systems,1,Beginner,37.74,1,6,16.67,47.96,5,1,-10.0,Critical
740,43,Artificial Intelligence Fundamentals,3,Advanced,8.25,0,6,0.0,51.47,1,1,6.93,Critical
740,16,Measurement and Units,2,Beginner,39.48,2,6,33.33,52.81,7,1,0.78,Critical
740,12,Derivatives,1,Advanced,0.0,0,6,0.0,47.82,6,0,0.0,Critical
740,9,Trigonometry,1,Intermediate,23.27,2,6,33.33,45.91,6,0,0.0,Critical
740,28,Optics,2,Advanced,30.74,3,6,50.0,54.42,5,0,0.0,Critical
740,13,Integrals,1,Advanced,5.12,0,6,0.0,30.58,0,1,-1.12,Critical
740,20,Electricity Basics,2,Beginner,50.91,3,6,50.0,42.64,5,1,-10.0,Weak
740,3,Linear Equations,1,Beginner,18.07,1,6,16.67,44.84,5,1,5.56,Critical
740,45,Computer Architecture,3,Advanced,7.37,1,6,16.67,43.2,0,0,0.0,Critical
740,2,Algebraic Expressions,1,Beginner,39.91,1,6,16.67,39.82,1,0,0.0,Critical
740,30,Quantum Physics Basics,2,Advanced,14.25,0,6,0.0,35.21,5,1,-1.96,Critical
740,23,Circular Motion,2,Intermediate,34.46,2,6,33.33,60.27,1,0,0.0,Critical
741,30,Quantum Physics Basics,2,Advanced,44.96,3,6,50.0,40.62,7,0,0.0,Weak
741,35,Computer Systems Basics,3,Beginner,75.86,3,6,50.0,35.17,4,0,0.0,Adequate
741,39,Computer Networks,3,Intermediate,75.03,5,6,83.33,15.98,5,0,0.0,Adequate
741,13,Integrals,1,Advanced,35.42,1,6,16.67,28.19,6,1,16.87,Critical
741,11,Limits,1,Advanced,35.27,0,6,0.0,26.32,5,0,0.0,Critical
741,16,Measurement and Units,2,Beginner,71.12,2,6,33.33,53.99,4,0,0.0,Adequate
741,2,Algebraic Expressions,1,Beginner,35.97,1,6,16.67,35.13,0,0,0.0,Critical
741,41,Algorithm Analysis,3,Advanced,50.85,5,6,83.33,51.6,6,0,0.0,Weak
741,4,Ratios and Proportions,1,Beginner,55.18,4,6,66.67,44.72,0,0,0.0,Weak
741,12,Derivatives,1,Advanced,25.29,0,6,0.0,46.16,4,0,0.0,Critical
741,7,Functions,1,Intermediate,54.96,1,6,16.67,81.81,2,1,14.72,Weak
741,43,Artificial Intelligence Fundamentals,3,Advanced,65.48,1,6,16.67,24.74,5,1,12.44,Adequate
742,29,Modern Physics,2,Advanced,40.48,1,6,16.67,12.83,3,0,0.0,Weak
742,33,Programming Fundamentals,3,Beginner,63.02,3,6,50.0,58.31,7,0,0.0,Adequate
742,9,Trigonometry,1,Intermediate,80.16,5,6,83.33,33.01,0,0,0.0,Strong
