subject_id,concept_id,concept_name,difficulty,question_type,question_id,question_text,option_a,option_b,option_c,option_d,correct_answer
3,41,Algorithm Analysis,Advanced,Transfer,CS41_T,"When choosing between two algorithms for a very large dataset, why might complexity analysis be useful?",It guarantees the faster algorithm on every possible computer,It determines the program's user interface,It helps estimate how each algorithm may scale as the dataset grows,It eliminates the need to test algorithms,C
3,42,Advanced Data Structures,Advanced,Understanding,CS42_U,What is a key advantage of a balanced binary search tree?,It stores data without any ordering,It always requires every node to have exactly three children,It can only store numerical values,"It can support search, insertion, and deletion efficiently when the tree remains balanced",D
3,42,Advanced Data Structures,Advanced,Application,CS42_A,A system frequently needs to retrieve items according to their priority rather than their arrival order. Which data structure is appropriate?,Simple stack,Unordered character string,Priority queue,Single Boolean variable,C
3,42,Advanced Data Structures,Advanced,Reasoning,CS42_R,"A system needs fast average lookup by key, but it also needs to keep items ordered so that they can be processed from smallest to largest key. Which trade-off is most relevant when choosing between a hash table and a balanced search tree?","A hash table always preserves sorted key order, while a balanced search tree does not","A balanced search tree cannot perform key-based lookup, while a hash table can only store numeric keys","A hash table generally provides faster average key lookup, while a balanced search tree supports ordered operations",Both structures provide exactly the same operations and performance characteristics,C
3,42,Advanced Data Structures,Advanced,Problem Solving,CS42_P,A graph represents cities connected by roads. You need to determine whether a route exists between two cities. Which approach can solve this problem?,Binary search on the city names only,Graph traversal such as breadth-first search or depth-first search,Deleting all graph edges,A stack containing one value,B
3,42,Advanced Data Structures,Advanced,Misconception Detection,CS42_M,Which statement about hash tables is incorrect?,Hash tables use keys to locate stored values,A hash table guarantees O(1) lookup time in every possible situation,Hash functions play an important role in lookup,Collisions can occur when different keys map to the same location,B
3,42,Advanced Data Structures,Advanced,Transfer,CS42_T,A navigation system represents locations as vertices and connections between them as edges. Which data structure best models this information?,Graph,Simple variable,Queue only,Stack,A
3,43,Artificial Intelligence Fundamentals,Advanced,Understanding,CS43_U,Why is generalization an important goal for an artificial intelligence system?,It guarantees that the system will always produce the same output regardless of the input,It allows the system to perform well on new cases rather than only memorizing its training examples,It removes the need to evaluate the system on data it has not seen before,It means the system must use exactly the same data for training and evaluation,B
3,43,Artificial Intelligence Fundamentals,Advanced,Application,CS43_A,A system analyzes medical images and identifies patterns associated with diseases. Which field does this primarily illustrate?,Computer assembly,File compression,Operating-system installation,Artificial intelligence,D
3,43,Artificial Intelligence Fundamentals,Advanced,Reasoning,CS43_R,Why can AI systems perform poorly when their training or input data does not represent the situations they encounter?,AI systems always produce the same accuracy regardless of data,The system may learn patterns that do not generalize well to unseen situations,AI systems never depend on input data,More data automatically guarantees perfect predictions,B
3,43,Artificial Intelligence Fundamentals,Advanced,Problem Solving,CS43_P,"A hospital develops an AI model to classify medical images. Training performance is high, but performance drops substantially on images from a different hospital. Which explanation is most plausible?",The model may have learned patterns specific to the original data distribution and may not generalize well to the new data,The new hospital's images cannot be classified by AI because medical images require manual decisions,The model is failing because classification systems can only work when every image is identical to a training image,The model must be correct because high training performance proves that the learned patterns are universally valid,A
3,43,Artificial Intelligence Fundamentals,Advanced,Misconception Detection,CS43_M,Which statement reflects a misconception about artificial intelligence?,An AI system can produce useful predictions without possessing human-like understanding or consciousness,An AI system can identify patterns in data without reasoning about them in exactly the same way a human does,An AI system that performs well on a task necessarily understands that task in the same sense as a human,AI systems can be designed for specific tasks without having general human intelligence,C
3,43,Artificial Intelligence Fundamentals,Advanced,Transfer,CS43_T,"A streaming service wants to recommend unfamiliar movies to users based on viewing history, ratings, and similarities between users. Which AI idea is being transferred to this new context?",Replacing all data with manually written rules that never change,Guaranteeing that every user receives exactly the same recommendation,Using patterns in available data to make predictions or recommendations for future decisions,Avoiding the use of previous observations because recommendations should depend only on the current movie,C
3,44,Machine Learning Fundamentals,Advanced,Understanding,CS44_U,What is the basic idea of machine learning?,Writing every possible answer manually,Removing data from a program,Learning patterns from data so a model can make predictions or decisions,Making hardware operate without instructions,C
3,44,Machine Learning Fundamentals,Advanced,Application,CS44_A,A model is trained using apartment features and known sale prices. The goal is to predict the price of a new apartment. Why is this a supervised regression problem?,The model discovers groups without using any known target values,The model only decides between two fixed categories,The model learns entirely from unlabeled images without a prediction target,The model receives labeled examples containing input features and known numerical target values,D
3,44,Machine Learning Fundamentals,Advanced,Reasoning,CS44_R,A model achieves 99% accuracy on its training data but performs poorly on a separate test set. Which conclusion is most justified?,The model has probably learned useful patterns that guarantee strong performance on all future data,The test set is unnecessary because training accuracy already measures generalization,The model may be overfitting the training data and failing to generalize to unseen examples,High training performance proves that the features contain no noise or bias,C
3,44,Machine Learning Fundamentals,Advanced,Problem Solving,CS44_P,A model performs extremely well on its training data but poorly on new data. What problem is most likely occurring?,Overfitting,Network routing,Data compression,Under-storage,A
3,44,Machine Learning Fundamentals,Advanced,Misconception Detection,CS44_M,Which statement about machine learning is incorrect?,Training data is used to learn model parameters,A model with perfect training accuracy must always perform perfectly on unseen data,Models can generalize better or worse depending on the data and method,Evaluation should consider performance on data not used for training,B
3,44,Machine Learning Fundamentals,Advanced,Transfer,CS44_T,A bank wants to use historical customer information to estimate the probability that a new applicant will repay a loan. Which machine-learning approach is most directly applicable?,Ignore historical outcomes and randomly assign a repayment probability to each applicant,Use labeled historical examples to train a supervised model that predicts the repayment outcome,Train a model without any target information and assume every applicant belongs to the same outcome group,Use only the applicant's name because other features cannot be used in prediction,B
3,45,Computer Architecture,Advanced,Understanding,CS45_U,What does computer architecture primarily describe?,The visual design of a website,The organization and interaction of major computer components and how they execute instructions,The names of application files,The color scheme of an operating system,B
3,45,Computer Architecture,Advanced,Application,CS45_A,A processor needs very fast access to frequently used data. Which type of memory is designed to reduce the time needed to access such data?,Cache memory,A printer,A keyboard,External paper storage,A
3,45,Computer Architecture,Advanced,Reasoning,CS45_R,A processor repeatedly accesses a small set of data. Why can cache memory improve performance in this situation?,The cache permanently replaces secondary storage so the operating system no longer needs an SSD or hard drive,The cache increases the amount of data that can be stored permanently even after the computer is powered off,"The cache can keep frequently accessed data close to the CPU, reducing the average time needed to retrieve it",The cache eliminates the need for the processor to execute instructions because data is already available,C
3,45,Computer Architecture,Advanced,Problem Solving,CS45_P,A program repeatedly accesses the same small set of data. Which architectural feature can help improve its performance?,A larger monitor,CPU cache,A printer buffer only,A keyboard shortcut,B
3,45,Computer Architecture,Advanced,Misconception Detection,CS45_M,Which statement about CPU cache is incorrect?,Cache is designed for fast access,Cache can store frequently used data,Cache is located closer to the processor than main memory,Cache is a form of permanent storage designed to replace an SSD,D
3,45,Computer Architecture,Advanced,Transfer,CS45_T,A game becomes faster when frequently used instructions and data can be accessed quickly by the processor. Which architectural concept helps explain this?,Memory hierarchy and caching,Object inheritance,Network addressing,Database normalization,A
